pokedex_no,pokedex_link,img_link2,name,variant,type,type2,gen
782,/wiki/Jangmo-o_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a0/782Jangmo-o.png/70px-782Jangmo-o.png,Jangmo-o,,Dragon,Dragon,7
783,/wiki/Hakamo-o_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/0d/783Hakamo-o.png/70px-783Hakamo-o.png,Hakamo-o,,Dragon,Fighting,7
784,/wiki/Kommo-o_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/84/784Kommo-o.png/70px-784Kommo-o.png,Kommo-o,,Dragon,Fighting,7
785,/wiki/Tapu_Koko_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d0/785Tapu_Koko.png/70px-785Tapu_Koko.png,Tapu Koko,,Electric,Fairy,7
786,/wiki/Tapu_Lele_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/4d/786Tapu_Lele.png/70px-786Tapu_Lele.png,Tapu Lele,,Psychic,Fairy,7
787,/wiki/Tapu_Bulu_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/67/787Tapu_Bulu.png/70px-787Tapu_Bulu.png,Tapu Bulu,,Grass,Fairy,7
788,/wiki/Tapu_Fini_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/66/788Tapu_Fini.png/70px-788Tapu_Fini.png,Tapu Fini,,Water,Fairy,7
789,/wiki/Cosmog_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/17/789Cosmog.png/70px-789Cosmog.png,Cosmog,,Psychic,Psychic,7
790,/wiki/Cosmoem_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1b/790Cosmoem.png/70px-790Cosmoem.png,Cosmoem,,Psychic,Psychic,7
791,/wiki/Solgaleo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/57/791Solgaleo.png/70px-791Solgaleo.png,Solgaleo,,Psychic,Steel,7
792,/wiki/Lunala_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/9d/792Lunala.png/70px-792Lunala.png,Lunala,,Psychic,Ghost,7
793,/wiki/Nihilego_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/2c/793Nihilego.png/70px-793Nihilego.png,Nihilego,,Rock,Poison,7
794,/wiki/Buzzwole_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fa/794Buzzwole.png/70px-794Buzzwole.png,Buzzwole,,Bug,Fighting,7
795,/wiki/Pheromosa_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c7/795Pheromosa.png/70px-795Pheromosa.png,Pheromosa,,Bug,Fighting,7
796,/wiki/Xurkitree_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d2/796Xurkitree.png/70px-796Xurkitree.png,Xurkitree,,Electric,Electric,7
797,/wiki/Celesteela_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/89/797Celesteela.png/70px-797Celesteela.png,Celesteela,,Steel,Flying,7
798,/wiki/Kartana_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fe/798Kartana.png/70px-798Kartana.png,Kartana,,Grass,Steel,7
799,/wiki/Guzzlord_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/47/799Guzzlord.png/70px-799Guzzlord.png,Guzzlord,,Dark,Dragon,7
800,/wiki/Necrozma_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/44/800Necrozma.png/70px-800Necrozma.png,Necrozma,,Psychic,Psychic,7
NA,/wiki/Necrozma_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/80/800Necrozma-Dusk_Mane.png/70px-800Necrozma-Dusk_Mane.png,Necrozma,Dusk Mane,Psychic,Steel,7
NA,/wiki/Necrozma_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/7a/800Necrozma-Dawn_Wings.png/70px-800Necrozma-Dawn_Wings.png,Necrozma,Dawn Wings,Psychic,Ghost,7
801,/wiki/Magearna_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/0a/801Magearna.png/70px-801Magearna.png,Magearna,,Steel,Fairy,7
802,/wiki/Marshadow_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/89/802Marshadow.png/70px-802Marshadow.png,Marshadow,,Fighting,Ghost,7
803,/wiki/Poipole_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e5/803Poipole.png/70px-803Poipole.png,Poipole,,Poison,Poison,7
804,/wiki/Naganadel_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/de/804Naganadel.png/70px-804Naganadel.png,Naganadel,,Poison,Dragon,7
805,/wiki/Stakataka_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/27/805Stakataka.png/70px-805Stakataka.png,Stakataka,,Rock,Steel,7
806,/wiki/Blacephalon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a5/806Blacephalon.png/70px-806Blacephalon.png,Blacephalon,,Fire,Ghost,7
807,/wiki/Zeraora_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a7/807Zeraora.png/70px-807Zeraora.png,Zeraora,,Electric,Electric,7
808,/wiki/Meltan_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d1/808Meltan.png/70px-808Meltan.png,Meltan,,Steel,Steel,7
809,/wiki/Melmetal_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/ea/809Melmetal.png/70px-809Melmetal.png,Melmetal,,Steel,Steel,7
810,/wiki/Grookey_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/93/810Grookey.png/70px-810Grookey.png,Grookey,,Grass,Grass,8
811,/wiki/Thwackey_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/8f/811Thwackey.png/70px-811Thwackey.png,Thwackey,,Grass,Grass,8
812,/wiki/Rillaboom_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/47/812Rillaboom.png/70px-812Rillaboom.png,Rillaboom,,Grass,Grass,8
813,/wiki/Scorbunny_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/06/813Scorbunny.png/70px-813Scorbunny.png,Scorbunny,,Fire,Fire,8
814,/wiki/Raboot_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/bc/814Raboot.png/70px-814Raboot.png,Raboot,,Fire,Fire,8
815,/wiki/Cinderace_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b0/815Cinderace.png/70px-815Cinderace.png,Cinderace,,Fire,Fire,8
816,/wiki/Sobble_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/9b/816Sobble.png/70px-816Sobble.png,Sobble,,Water,Water,8
817,/wiki/Drizzile_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/6c/817Drizzile.png/70px-817Drizzile.png,Drizzile,,Water,Water,8
818,/wiki/Inteleon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e4/818Inteleon.png/70px-818Inteleon.png,Inteleon,,Water,Water,8
819,/wiki/Skwovet_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/ce/819Skwovet.png/70px-819Skwovet.png,Skwovet,,Normal,Normal,8
820,/wiki/Greedent_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/6b/820Greedent.png/70px-820Greedent.png,Greedent,,Normal,Normal,8
821,/wiki/Rookidee_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/79/821Rookidee.png/70px-821Rookidee.png,Rookidee,,Flying,Flying,8
822,/wiki/Corvisquire_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/ec/822Corvisquire.png/70px-822Corvisquire.png,Corvisquire,,Flying,Flying,8
823,/wiki/Corviknight_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/0c/823Corviknight.png/70px-823Corviknight.png,Corviknight,,Flying,Steel,8
824,/wiki/Blipbug_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/4c/824Blipbug.png/70px-824Blipbug.png,Blipbug,,Bug,Bug,8
825,/wiki/Dottler_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/95/825Dottler.png/70px-825Dottler.png,Dottler,,Bug,Psychic,8
826,/wiki/Orbeetle_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/79/826Orbeetle.png/70px-826Orbeetle.png,Orbeetle,,Bug,Psychic,8
827,/wiki/Nickit_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/22/827Nickit.png/70px-827Nickit.png,Nickit,,Dark,Dark,8
828,/wiki/Thievul_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e7/828Thievul.png/70px-828Thievul.png,Thievul,,Dark,Dark,8
829,/wiki/Gossifleur_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/4c/829Gossifleur.png/70px-829Gossifleur.png,Gossifleur,,Grass,Grass,8
830,/wiki/Eldegoss_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/34/830Eldegoss.png/70px-830Eldegoss.png,Eldegoss,,Grass,Grass,8
831,/wiki/Wooloo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1f/831Wooloo.png/70px-831Wooloo.png,Wooloo,,Normal,Normal,8
832,/wiki/Dubwool_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/9a/832Dubwool.png/70px-832Dubwool.png,Dubwool,,Normal,Normal,8
833,/wiki/Chewtle_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/22/833Chewtle.png/70px-833Chewtle.png,Chewtle,,Water,Water,8
834,/wiki/Drednaw_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/be/834Drednaw.png/70px-834Drednaw.png,Drednaw,,Water,Rock,8
835,/wiki/Yamper_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/63/835Yamper.png/70px-835Yamper.png,Yamper,,Electric,Electric,8
836,/wiki/Boltund_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e4/836Boltund.png/70px-836Boltund.png,Boltund,,Electric,Electric,8
837,/wiki/Rolycoly_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a1/837Rolycoly.png/70px-837Rolycoly.png,Rolycoly,,Rock,Rock,8
838,/wiki/Carkol_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e1/838Carkol.png/70px-838Carkol.png,Carkol,,Rock,Fire,8
839,/wiki/Coalossal_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/0c/839Coalossal.png/70px-839Coalossal.png,Coalossal,,Rock,Fire,8
840,/wiki/Applin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/cc/840Applin.png/70px-840Applin.png,Applin,,Grass,Dragon,8
841,/wiki/Flapple_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/01/841Flapple.png/70px-841Flapple.png,Flapple,,Grass,Dragon,8
842,/wiki/Appletun_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/36/842Appletun.png/70px-842Appletun.png,Appletun,,Grass,Dragon,8
843,/wiki/Silicobra_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b5/843Silicobra.png/70px-843Silicobra.png,Silicobra,,Ground,Ground,8
844,/wiki/Sandaconda_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/11/844Sandaconda.png/70px-844Sandaconda.png,Sandaconda,,Ground,Ground,8
845,/wiki/Cramorant_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f3/845Cramorant.png/70px-845Cramorant.png,Cramorant,,Flying,Water,8
NA,/wiki/Cramorant_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/19/845Cramorant-Gulping.png/70px-845Cramorant-Gulping.png,Cramorant,Gulping Form,Flying,Water,8
NA,/wiki/Cramorant_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b9/845Cramorant-Gorging.png/70px-845Cramorant-Gorging.png,Cramorant,Gorging Form,Flying,Water,8
846,/wiki/Arrokuda_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a9/846Arrokuda.png/70px-846Arrokuda.png,Arrokuda,,Water,Water,8
847,/wiki/Barraskewda_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d9/847Barraskewda.png/70px-847Barraskewda.png,Barraskewda,,Water,Water,8
848,/wiki/Toxel_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d5/848Toxel.png/70px-848Toxel.png,Toxel,,Electric,Poison,8
849,/wiki/Toxtricity_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/56/849Toxtricity-Amped.png/70px-849Toxtricity-Amped.png,Toxtricity,Amped Form,Electric,Poison,8
NA,/wiki/Toxtricity_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d1/849Toxtricity-Low_Key.png/70px-849Toxtricity-Low_Key.png,Toxtricity,Low Key Form,Electric,Poison,8
850,/wiki/Sizzlipede_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f2/850Sizzlipede.png/70px-850Sizzlipede.png,Sizzlipede,,Fire,Bug,8
851,/wiki/Centiskorch_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/ed/851Centiskorch.png/70px-851Centiskorch.png,Centiskorch,,Fire,Bug,8
852,/wiki/Clobbopus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/4e/852Clobbopus.png/70px-852Clobbopus.png,Clobbopus,,Fighting,Fighting,8
853,/wiki/Grapploct_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c4/853Grapploct.png/70px-853Grapploct.png,Grapploct,,Fighting,Fighting,8
854,/wiki/Sinistea_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b1/854Sinistea.png/70px-854Sinistea.png,Sinistea,,Ghost,Ghost,8
855,/wiki/Polteageist_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3d/855Polteageist.png/70px-855Polteageist.png,Polteageist,,Ghost,Ghost,8
856,/wiki/Hatenna_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/8b/856Hatenna.png/70px-856Hatenna.png,Hatenna,,Psychic,Psychic,8
857,/wiki/Hattrem_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/19/857Hattrem.png/70px-857Hattrem.png,Hattrem,,Psychic,Psychic,8
858,/wiki/Hatterene_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/10/858Hatterene.png/70px-858Hatterene.png,Hatterene,,Psychic,Fairy,8
859,/wiki/Impidimp_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fb/859Impidimp.png/70px-859Impidimp.png,Impidimp,,Dark,Fairy,8
860,/wiki/Morgrem_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/66/860Morgrem.png/70px-860Morgrem.png,Morgrem,,Dark,Fairy,8
861,/wiki/Grimmsnarl_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/67/861Grimmsnarl.png/70px-861Grimmsnarl.png,Grimmsnarl,,Dark,Fairy,8
862,/wiki/Obstagoon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/08/862Obstagoon.png/70px-862Obstagoon.png,Obstagoon,,Dark,Normal,8
863,/wiki/Perrserker_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e0/863Perrserker.png/70px-863Perrserker.png,Perrserker,,Steel,Steel,8
864,/wiki/Cursola_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/db/864Cursola.png/70px-864Cursola.png,Cursola,,Ghost,Ghost,8
865,/wiki/Sirfetch%27d_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/38/865Sirfetch%27d.png/70px-865Sirfetch%27d.png,Sirfetch'd,,Fighting,Fighting,8
866,/wiki/Mr._Rime_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/51/866Mr._Rime.png/70px-866Mr._Rime.png,Mr. Rime,,Ice,Psychic,8
867,/wiki/Runerigus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/71/867Runerigus.png/70px-867Runerigus.png,Runerigus,,Ground,Ghost,8
868,/wiki/Milcery_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/05/868Milcery.png/70px-868Milcery.png,Milcery,,Fairy,Fairy,8
869,/wiki/Alcremie_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e0/869Alcremie.png/70px-869Alcremie.png,Alcremie,Vanilla Cream,Fairy,Fairy,8
870,/wiki/Falinks_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/bb/870Falinks.png/70px-870Falinks.png,Falinks,,Fighting,Fighting,8
871,/wiki/Pincurchin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/11/871Pincurchin.png/70px-871Pincurchin.png,Pincurchin,,Electric,Electric,8
872,/wiki/Snom_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f9/872Snom.png/70px-872Snom.png,Snom,,Ice,Bug,8
873,/wiki/Frosmoth_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/04/873Frosmoth.png/70px-873Frosmoth.png,Frosmoth,,Ice,Bug,8
874,/wiki/Stonjourner_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/60/874Stonjourner.png/70px-874Stonjourner.png,Stonjourner,,Rock,Rock,8
875,/wiki/Eiscue_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/9b/875Eiscue-Ice.png/70px-875Eiscue-Ice.png,Eiscue,Ice Face,Ice,Ice,8
NA,/wiki/Eiscue_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/27/875Eiscue-Noice.png/70px-875Eiscue-Noice.png,Eiscue,Noice Face,Ice,Ice,8
876,/wiki/Indeedee_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/8a/876Indeedee-Male.png/70px-876Indeedee-Male.png,Indeedee,Male,Psychic,Normal,8
NA,/wiki/Indeedee_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c5/876Indeedee-Female.png/70px-876Indeedee-Female.png,Indeedee,Female,Psychic,Normal,8
877,/wiki/Morpeko_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/df/877Morpeko-Full.png/70px-877Morpeko-Full.png,Morpeko,Full Belly Mode,Electric,Dark,8
NA,/wiki/Morpeko_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/df/877Morpeko-Hangry.png/70px-877Morpeko-Hangry.png,Morpeko,Hangry Mode,Electric,Dark,8
878,/wiki/Cufant_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/56/878Cufant.png/70px-878Cufant.png,Cufant,,Steel,Steel,8
879,/wiki/Copperajah_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/76/879Copperajah.png/70px-879Copperajah.png,Copperajah,,Steel,Steel,8
880,/wiki/Dracozolt_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/91/880Dracozolt.png/70px-880Dracozolt.png,Dracozolt,,Electric,Dragon,8
881,/wiki/Arctozolt_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/40/881Arctozolt.png/70px-881Arctozolt.png,Arctozolt,,Electric,Ice,8
882,/wiki/Dracovish_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/16/882Dracovish.png/70px-882Dracovish.png,Dracovish,,Water,Dragon,8
883,/wiki/Arctovish_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/03/883Arctovish.png/70px-883Arctovish.png,Arctovish,,Water,Ice,8
884,/wiki/Duraludon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/38/884Duraludon.png/70px-884Duraludon.png,Duraludon,,Steel,Dragon,8
885,/wiki/Dreepy_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a9/885Dreepy.png/70px-885Dreepy.png,Dreepy,,Dragon,Ghost,8
886,/wiki/Drakloak_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e1/886Drakloak.png/70px-886Drakloak.png,Drakloak,,Dragon,Ghost,8
887,/wiki/Dragapult_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f7/887Dragapult.png/70px-887Dragapult.png,Dragapult,,Dragon,Ghost,8
888,/wiki/Zacian_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e3/888Zacian-Hero.png/70px-888Zacian-Hero.png,Zacian,Hero of Many Battles,Fairy,Fairy,8
NA,/wiki/Zacian_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/ca/888Zacian.png/70px-888Zacian.png,Zacian,Crowned Sword,Fairy,Steel,8
889,/wiki/Zamazenta_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/97/889Zamazenta-Hero.png/70px-889Zamazenta-Hero.png,Zamazenta,Hero of Many Battles,Fighting,Fighting,8
NA,/wiki/Zamazenta_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/72/889Zamazenta.png/70px-889Zamazenta.png,Zamazenta,Crowned Shield,Fighting,Steel,8
890,/wiki/Eternatus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/62/890Eternatus.png/70px-890Eternatus.png,Eternatus,,Poison,Dragon,8
891,/wiki/Kubfu_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/47/891Kubfu.png/70px-891Kubfu.png,Kubfu,,Fighting,Fighting,8
892,/wiki/Urshifu_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e7/892Urshifu-Single_Strike.png/70px-892Urshifu-Single_Strike.png,Urshifu,Single Strike Style,Fighting,Dark,8
NA,/wiki/Urshifu_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/38/892Urshifu-Rapid_Strike.png/70px-892Urshifu-Rapid_Strike.png,Urshifu,Rapid Strike Style,Fighting,Water,8
893,/wiki/Zarude_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a5/893Zarude.png/70px-893Zarude.png,Zarude,,Dark,Grass,8
894,/wiki/Regieleki_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/9b/894Regieleki.png/70px-894Regieleki.png,Regieleki,,Electric,Electric,8
895,/wiki/Regidrago_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e8/895Regidrago.png/70px-895Regidrago.png,Regidrago,,Dragon,Dragon,8
896,/wiki/Glastrier_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/ff/896Glastrier.png/70px-896Glastrier.png,Glastrier,,Ice,Ice,8
897,/wiki/Spectrier_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/7e/897Spectrier.png/70px-897Spectrier.png,Spectrier,,Ghost,Ghost,8
898,/wiki/Calyrex_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3c/898Calyrex.png/70px-898Calyrex.png,Calyrex,,Psychic,Grass,8
NA,/wiki/Calyrex_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e5/898Calyrex-Ice_Rider.png/70px-898Calyrex-Ice_Rider.png,Calyrex,Ice Rider,Psychic,Ice,8
NA,/wiki/Calyrex_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/55/898Calyrex-Shadow_Rider.png/70px-898Calyrex-Shadow_Rider.png,Calyrex,Shadow Rider,Psychic,Ghost,8
899,/wiki/Wyrdeer_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/75/899Wyrdeer.png/70px-899Wyrdeer.png,Wyrdeer,,Normal,Psychic,8
900,/wiki/Kleavor_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/38/900Kleavor.png/70px-900Kleavor.png,Kleavor,,Bug,Rock,8
901,/wiki/Ursaluna_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/02/901Ursaluna.png/70px-901Ursaluna.png,Ursaluna,,Ground,Normal,8
902,/wiki/Basculegion_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/60/902Basculegion-Male.png/70px-902Basculegion-Male.png,Basculegion,Male,Water,Ghost,8
NA,/wiki/Basculegion_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/04/902Basculegion-Female.png/70px-902Basculegion-Female.png,Basculegion,Female,Water,Ghost,8
903,/wiki/Sneasler_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/5f/903Sneasler.png/70px-903Sneasler.png,Sneasler,,Fighting,Poison,8
904,/wiki/Overqwil_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/26/904Overqwil.png/70px-904Overqwil.png,Overqwil,,Dark,Poison,8
905,/wiki/Enamorus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/bf/905Enamorus.png/70px-905Enamorus.png,Enamorus,Incarnate Forme,Fairy,Flying,8
NA,/wiki/Enamorus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/77/905Enamorus-Therian.png/70px-905Enamorus-Therian.png,Enamorus,Therian Forme,Fairy,Flying,8
906,/wiki/Sprigatito_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/8b/906Sprigatito.png/70px-906Sprigatito.png,Sprigatito,,Grass,Grass,9
907,/wiki/Floragato_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/16/Floragato.png/70px-Floragato.png,Floragato,,Grass,Grass,9
908,/wiki/Meowscarada_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f6/Meowscarada.png/70px-Meowscarada.png,Meowscarada,,Grass,Dark,9
909,/wiki/Fuecoco_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/2d/909Fuecoco.png/70px-909Fuecoco.png,Fuecoco,,Fire,Fire,9
910,/wiki/Crocalor_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/6a/Crocalor.png/70px-Crocalor.png,Crocalor,,Fire,Fire,9
911,/wiki/Skeledirge_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d5/Skeledirge.png/70px-Skeledirge.png,Skeledirge,,Fire,Ghost,9
912,/wiki/Quaxly_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/65/912Quaxly.png/70px-912Quaxly.png,Quaxly,,Water,Water,9
913,/wiki/Quaxwell_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/cf/Quaxwell.png/70px-Quaxwell.png,Quaxwell,,Water,Water,9
